review_id,application_id,decision,review_comment,review_date,reviewed_by
REV592742,APP09258743,APPROVED,"KYC matches, no red flags.",2025-02-08,Catherine James
REV738744,APP86184833,APPROVED,Approved after manual PAN check.,2025-12-13 10:50:47,Donna Long
REV458063,APP45675833,approved,,25-Apr-2025,Jose White
REV627874,APP70244790,APPROVED,,19/02/2026,Grant Glass
REV622936,APP96598310,approved,,2026-01-25,Donna Long
REV710286,APP43136773,APPROVED,Approved after manual PAN check.,2025-01-26 03:37:48,Catherine James
REV910494,APP22999826,APPROVED,"KYC matches, no red flags.",08/04/2025,James Barrett
REV357467,APP85946162,Approved,"All documents verified, cleared for activation.",2025-10-19,James Barrett
REV289591,APP50276007,Approved,Approved after manual PAN check.,2025-12-16,Lance Mitchell MD
REV057058,APP51165589,approved,,03-07-2026,Catherine James
REV574924,APP77126414,APPROVED,"KYC matches, no red flags.",2025-09-17,Alisha Duffy
REV557027,APP73232931,approved,Approved after manual PAN check.,08/05/2025,Grant Glass
REV002237,APP64183665,Approved,Approved after manual PAN check.,2025-08-29,Alisha Duffy
REV947145,APP00217706,APPROVED,"KYC matches, no red flags.",2025-01-17,Grant Glass
REV031289,APP78600789,Approved,"All documents verified, cleared for activation.",2025-08-18 00:06:04,Grant Glass
REV597211,APP01183588,APPROVED,"All documents verified, cleared for activation.",03/05/2025,Robin Coleman
REV703109,APP84020921,Approved,"KYC matches, no red flags.",31/03/2025,Alisha Duffy
REV662816,APP46777909,APPROVED,,2025-11-15,Grant Glass
REV144721,APP35223876,Approved,"All documents verified, cleared for activation.",2026-06-26,Catherine James
REV245984,APP12290451,APPROVED,,05-Mar-2026,James Barrett
REV505725,APP72090143,approved,,10-13-2025,Jose White
REV709249,APP27688912,APPROVED,"KYC matches, no red flags.",2025-08-12,Robin Coleman
REV954674,APP12978548,APPROVED,"KYC matches, no red flags.",05-08-2025,James Barrett
REV171152,APP44553076,APPROVED,"All documents verified, cleared for activation.",2026-01-13,Catherine James
REV157091,APP79938651,APPROVED,"KYC matches, no red flags.",2025-03-04 05:38:21,Robin Coleman
REV962240,APP25804510,APPROVED,"KYC matches, no red flags.",07-Aug-2025,Alisha Duffy
REV410620,APP20916176,APPROVED,,2025-04-16 02:39:28,Alisha Duffy
REV014546,APP04423240,APPROVED,Approved after manual PAN check.,2026-04-23,James Barrett
REV716294,APP49649912,approved,"All documents verified, cleared for activation.",22-Oct-2025,Robin Coleman
REV326051,APP46329728,approved,"KYC matches, no red flags.",10-24-2025,Alisha Duffy
REV661426,APP63636182,Approved,"All documents verified, cleared for activation.",02-22-2025,Grant Glass
REV632769,APP96277871,Approved,"KYC matches, no red flags.",17/06/2026,Grant Glass
REV178306,APP62873718,Approved,,2025-12-03,Robin Coleman
REV760519,APP64397142,Approved,"All documents verified, cleared for activation.",02-07-2026,Donna Long
REV828869,APP76617212,Approved,"All documents verified, cleared for activation.",06-23-2026,Robin Coleman
REV471030,APP85128080,approved,"KYC matches, no red flags.",11-08-2025,Lance Mitchell MD
REV752761,APP42171624,APPROVED,Approved after manual PAN check.,24-Dec-2025,Catherine James
REV921352,APP05485059,approved,"All documents verified, cleared for activation.",2025-10-12 14:10:12,Jose White
REV720892,APP09903737,APPROVED,,02-23-2025,Donna Long
REV203189,APP22477960,Approved,"KYC matches, no red flags.",08/02/2026,Lance Mitchell MD
REV223434,APP27718976,approved,"KYC matches, no red flags.",08-06-2025,Grant Glass
REV124500,APP80817190,Approved,"KYC matches, no red flags.",03/12/2025,Alisha Duffy
REV347441,APP32646141,approved,"All documents verified, cleared for activation.",2025-12-05,Lance Mitchell MD
REV035796,APP21180238,APPROVED,Approved after manual PAN check.,2025-08-24,Catherine James
REV508345,APP87942218,approved,"All documents verified, cleared for activation.",2025-03-13,James Barrett
REV247775,APP12121635,approved,Approved after manual PAN check.,2025-12-24,Donna Long
REV881814,APP94928429,approved,"All documents verified, cleared for activation.",30-Jun-2026,Catherine James
REV420203,APP12102920,Approved,Approved after manual PAN check.,17-Jun-2026,Alisha Duffy
REV751891,APP26080805,APPROVED,"All documents verified, cleared for activation.",2025-06-15,Alisha Duffy
REV579762,APP05202908,Approved,"KYC matches, no red flags.",2025-03-23 09:14:30,Grant Glass
REV481042,APP21900691,Approved,Approved after manual PAN check.,02/02/2025,James Barrett
REV766512,APP31798109,approved,"All documents verified, cleared for activation.",2026-03-16,Catherine James
REV125718,APP16928831,APPROVED,,21-Apr-2025,Catherine James
REV595500,APP86976374,Approved,,2025-11-10,Robin Coleman
REV073308,APP16593586,APPROVED,,21/11/2025,Robin Coleman
REV551913,APP55764258,APPROVED,"KYC matches, no red flags.",01-Jan-2026,Robin Coleman
REV222519,APP44729483,Approved,Approved after manual PAN check.,19/08/2025,Alisha Duffy
REV875175,APP47950859,Approved,"KYC matches, no red flags.",07/04/2025,Catherine James
REV741312,APP62795096,Approved,"KYC matches, no red flags.",27-Mar-2026,Alisha Duffy
REV707913,APP46088588,APPROVED,"All documents verified, cleared for activation.",10/04/2025,Lance Mitchell MD
REV043370,APP31084440,Approved,Approved after manual PAN check.,07-15-2025,Lance Mitchell MD
REV484082,APP49386131,APPROVED,"All documents verified, cleared for activation.",2025-01-07 21:25:06,Grant Glass
REV974295,APP54185730,approved,"KYC matches, no red flags.",06-03-2026,Grant Glass
REV059555,APP11490322,APPROVED,Approved after manual PAN check.,2025-10-16,Donna Long
REV241082,APP69689490,APPROVED,,24/12/2025,Jose White
REV070136,APP81176250,approved,,2026-06-07 03:13:51,Grant Glass
REV721309,APP88106363,approved,"All documents verified, cleared for activation.",15-May-2026,Catherine James
REV005253,APP20772881,Approved,"All documents verified, cleared for activation.",2025-06-09,Grant Glass
REV935257,APP80958068,approved,"KYC matches, no red flags.",06-12-2026,James Barrett
REV493619,APP68943358,APPROVED,Approved after manual PAN check.,08/06/2025,Robin Coleman
REV409586,APP38615464,APPROVED,"KYC matches, no red flags.",2025-03-01 09:06:02,Grant Glass
REV958821,APP05225617,approved,"KYC matches, no red flags.",11/09/2025,Alisha Duffy
REV074100,APP70526428,Approved,"KYC matches, no red flags.",2025-06-02,Robin Coleman
REV224590,APP71948077,approved,Approved after manual PAN check.,04-03-2026,Alisha Duffy
REV758271,APP06843691,APPROVED,"KYC matches, no red flags.",08-28-2025,Grant Glass
REV515494,APP79824540,APPROVED,"All documents verified, cleared for activation.",05/12/2025,Alisha Duffy
REV440715,APP85820847,Approved,Approved after manual PAN check.,03-19-2026,Catherine James
REV761431,APP67593012,Approved,"KYC matches, no red flags.",01/04/2026,James Barrett
REV423658,APP08955377,approved,Approved after manual PAN check.,2025-11-20,Alisha Duffy
REV756016,APP78004377,APPROVED,"KYC matches, no red flags.",02-05-2026,James Barrett
REV442519,APP17307804,approved,,2026-01-03,Grant Glass
REV182508,APP96750399,Approved,Approved after manual PAN check.,2025-08-01,James Barrett
REV731430,APP76316319,Approved,,28/07/2025,Catherine James
REV892090,APP79136367,APPROVED,"All documents verified, cleared for activation.",08/07/2025,Grant Glass
REV612618,APP75142926,Approved,Approved after manual PAN check.,11/02/2026,Jose White
REV903246,APP43147674,approved,"KYC matches, no red flags.",05/07/2025,Lance Mitchell MD
REV178570,APP10719100,Approved,"All documents verified, cleared for activation.",04-07-2026,Alisha Duffy
REV694465,APP87301768,approved,"All documents verified, cleared for activation.",08-28-2025,Grant Glass
REV577038,APP55959452,approved,"KYC matches, no red flags.",08-25-2025,Grant Glass
REV421357,APP08396265,APPROVED,Approved after manual PAN check.,23-Feb-2026,Lance Mitchell MD
REV235185,APP36624402,APPROVED,"All documents verified, cleared for activation.",2025-12-05 02:45:09,James Barrett
REV570864,APP69744184,APPROVED,Approved after manual PAN check.,05-May-2026,Catherine James
REV478918,APP35133349,approved,"KYC matches, no red flags.",2025-02-01 07:18:22,James Barrett
REV502488,APP16703724,APPROVED,"KYC matches, no red flags.",2025-09-15 05:29:41,Alisha Duffy
REV566126,APP19493467,Approved,"All documents verified, cleared for activation.",2025-05-31,Donna Long
REV966838,APP35028519,APPROVED,"KYC matches, no red flags.",2025-04-20 21:32:16,Catherine James
REV286321,APP52409246,Approved,Approved after manual PAN check.,2025-06-06,James Barrett
REV181545,APP31722346,approved,"All documents verified, cleared for activation.",2026-02-18 16:21:57,Alisha Duffy
REV862624,APP76092734,Approved,"KYC matches, no red flags.",2025-06-02,Grant Glass
REV995064,APP09699648,Approved,,06-22-2025,Donna Long
REV594232,APP14975524,Approved,"KYC matches, no red flags.",02/01/2026,Jose White
REV205298,APP80805588,approved,"KYC matches, no red flags.",06-06-2026,Lance Mitchell MD
REV834147,APP30298658,approved,"All documents verified, cleared for activation.",2025-06-29 10:54:54,Jose White
REV839978,APP59304326,Approved,"KYC matches, no red flags.",2025-07-31,Robin Coleman
REV087466,APP68348169,Approved,"KYC matches, no red flags.",01-Oct-2025,Donna Long
REV750677,APP99310631,Approved,"All documents verified, cleared for activation.",01-22-2026,Grant Glass
REV405521,APP14240124,APPROVED,"KYC matches, no red flags.",10/11/2025,Alisha Duffy
REV310902,APP04189132,APPROVED,Approved after manual PAN check.,2025-11-06,Catherine James
REV127371,APP14152973,APPROVED,"KYC matches, no red flags.",21/04/2026,Alisha Duffy
REV252999,APP66518211,approved,Approved after manual PAN check.,04-Aug-2025,Alisha Duffy
REV311858,APP65037088,Approved,"KYC matches, no red flags.",2026-04-18 01:03:00,Alisha Duffy
REV188378,APP72554982,approved,,16/09/2025,Jose White
REV674341,APP81109982,approved,,11-Apr-2026,Catherine James
REV340205,APP66441966,approved,"All documents verified, cleared for activation.",15-Jul-2025,Catherine James
REV957789,APP09564018,approved,"All documents verified, cleared for activation.",20/11/2025,Jose White
REV854264,APP27847797,approved,"KYC matches, no red flags.",2025-08-19 15:55:06,Robin Coleman
REV802765,APP72829566,approved,Approved after manual PAN check.,2026-03-05 23:40:51,Grant Glass
REV057946,APP09922685,approved,"KYC matches, no red flags.",2025-06-10 12:32:10,Jose White
REV555193,APP21075049,approved,Approved after manual PAN check.,30-Dec-2025,Grant Glass
REV073857,APP60667750,Approved,"KYC matches, no red flags.",2025-06-25 21:33:35,Grant Glass
REV820362,APP66491358,approved,Approved after manual PAN check.,2025-06-20,Jose White
REV447618,APP47329316,APPROVED,Approved after manual PAN check.,2025-06-06 14:45:02,Lance Mitchell MD
REV526063,APP85913449,APPROVED,Approved after manual PAN check.,12/02/2025,Robin Coleman
REV701897,APP68070295,Approved,Approved after manual PAN check.,05-26-2025,Alisha Duffy
REV501870,APP16457066,Approved,"KYC matches, no red flags.",2025-09-09,Robin Coleman
REV900687,APP69342445,approved,Approved after manual PAN check.,2026-04-11,Catherine James
REV621592,APP57107924,approved,,01-20-2025,James Barrett
REV427157,APP75760128,APPROVED,,02-05-2026,Lance Mitchell MD
REV445701,APP50812373,approved,"KYC matches, no red flags.",04/01/2025,Donna Long
REV581485,APP71430904,APPROVED,"KYC matches, no red flags.",31-Mar-2026,James Barrett
REV025013,APP20286829,approved,"KYC matches, no red flags.",2026-05-22,James Barrett
REV213030,APP72038945,APPROVED,,15-May-2026,Catherine James
REV144312,APP29886870,APPROVED,"KYC matches, no red flags.",2026-04-02,Lance Mitchell MD
REV716311,APP27844753,Approved,"KYC matches, no red flags.",06-21-2025,Catherine James
REV333108,APP89850749,Approved,"All documents verified, cleared for activation.",22-Jun-2026,Lance Mitchell MD
REV516998,APP72786688,approved,"All documents verified, cleared for activation.",28/04/2025,Catherine James
REV296850,APP63334219,Approved,"KYC matches, no red flags.",03-15-2026,Robin Coleman
REV059580,APP99851225,Approved,"All documents verified, cleared for activation.",2026-04-14,Jose White
REV778797,APP36974365,approved,,21-Sep-2025,Lance Mitchell MD
REV312952,APP79944713,Approved,"KYC matches, no red flags.",03/06/2025,Donna Long
REV262102,APP54721293,Approved,"All documents verified, cleared for activation.",2025-08-04,Jose White
REV715284,APP63801278,approved,"KYC matches, no red flags.",08/06/2025,Alisha Duffy
REV545913,APP06429371,Approved,"All documents verified, cleared for activation.",03/05/2026,Robin Coleman
REV117996,APP10990029,approved,"KYC matches, no red flags.",26-Mar-2026,Jose White
REV696468,APP36158829,approved,"KYC matches, no red flags.",2025-11-29,Grant Glass
REV709816,APP04928382,Approved,"KYC matches, no red flags.",2025-11-22 23:50:14,Alisha Duffy
REV969704,APP99932991,Approved,,07-31-2025,Catherine James
REV112259,APP99236195,APPROVED,,2026-04-20 04:19:14,James Barrett
REV307753,APP05618578,APPROVED,"All documents verified, cleared for activation.",18-Jan-2025,Catherine James
REV872390,APP03575188,Approved,,24/03/2026,Grant Glass
REV546877,APP39641849,approved,"KYC matches, no red flags.",21/10/2025,Catherine James
REV228898,APP03957514,APPROVED,"KYC matches, no red flags.",2025-12-31,Donna Long
REV722077,APP11886718,approved,"All documents verified, cleared for activation.",2025-10-22,James Barrett
REV484800,APP60255412,APPROVED,"All documents verified, cleared for activation.",2025-07-01,James Barrett
REV555523,APP15515590,approved,Approved after manual PAN check.,21/06/2025,Jose White
REV109937,APP64620427,APPROVED,"All documents verified, cleared for activation.",2026-02-27 13:57:37,Jose White
REV649075,APP21373275,approved,Approved after manual PAN check.,2025-09-02 11:30:22,Grant Glass
REV269338,APP99652839,approved,Approved after manual PAN check.,06-12-2026,Grant Glass
REV069222,APP04891452,Approved,"KYC matches, no red flags.",2025-03-09 06:52:16,Catherine James
REV725400,APP79408595,Approved,Approved after manual PAN check.,06-03-2026,Catherine James
REV080379,APP05130924,APPROVED,"KYC matches, no red flags.",19-Mar-2026,Alisha Duffy
REV558110,APP10979195,approved,"All documents verified, cleared for activation.",09-21-2025,Donna Long
REV748700,APP34007101,Approved,"All documents verified, cleared for activation.",2025-08-15,Grant Glass
REV378126,APP15944183,Approved,Approved after manual PAN check.,04-23-2026,Grant Glass
REV724969,APP56667102,APPROVED,Approved after manual PAN check.,16-Mar-2025,James Barrett
REV888099,APP92474759,Approved,Approved after manual PAN check.,2026-05-25,Catherine James
REV569479,APP80277203,approved,,2025-10-19 00:57:14,Catherine James
REV806335,APP78278563,APPROVED,Approved after manual PAN check.,2025-05-20 06:45:58,Alisha Duffy
REV280596,APP73525499,approved,Approved after manual PAN check.,23-Apr-2025,Catherine James
REV787621,APP57997631,APPROVED,"All documents verified, cleared for activation.",01/01/2026,Donna Long
REV922823,APP54145903,Approved,"All documents verified, cleared for activation.",08/05/2025,Donna Long
REV539034,APP85585447,Approved,Approved after manual PAN check.,15/05/2025,Jose White
REV688087,APP38553447,Approved,"All documents verified, cleared for activation.",09/07/2025,Catherine James
REV366968,APP06146158,approved,"KYC matches, no red flags.",2025-05-12,Donna Long
REV215757,APP52442724,Approved,"All documents verified, cleared for activation.",18-Nov-2025,Robin Coleman
REV029042,APP04547954,approved,"KYC matches, no red flags.",2025-04-06,James Barrett
REV577686,APP64147334,approved,"All documents verified, cleared for activation.",2026-06-21,Grant Glass
REV513582,APP27097099,Approved,"All documents verified, cleared for activation.",22/02/2026,Jose White
REV513143,APP43951508,approved,Approved after manual PAN check.,29-Jan-2026,James Barrett
REV621918,APP00357111,APPROVED,"All documents verified, cleared for activation.",14-May-2025,Jose White
REV635654,APP24273499,APPROVED,"All documents verified, cleared for activation.",09-Mar-2026,Grant Glass
REV475049,APP17159946,approved,"All documents verified, cleared for activation.",22/05/2026,Jose White
REV499016,APP23987032,Approved,"KYC matches, no red flags.",13/06/2025,Lance Mitchell MD
REV978072,APP55082976,approved,"All documents verified, cleared for activation.",03/04/2025,Grant Glass
REV850186,APP98743121,APPROVED,Approved after manual PAN check.,30-Nov-2025,Donna Long
REV287243,APP75712807,Approved,Approved after manual PAN check.,2025-08-31,James Barrett
REV604682,APP92720150,Approved,"KYC matches, no red flags.",27/02/2025,Alisha Duffy
REV696079,APP94414043,APPROVED,"KYC matches, no red flags.",10/03/2025,Jose White
REV284836,APP13767971,APPROVED,"KYC matches, no red flags.",2026-02-03 02:50:46,Donna Long
REV459344,APP95312632,Approved,"KYC matches, no red flags.",11-19-2025,Grant Glass
REV870101,APP35891796,Approved,"All documents verified, cleared for activation.",2026-03-02,Robin Coleman
REV847637,APP21613834,approved,"KYC matches, no red flags.",03/12/2025,Catherine James
REV188459,APP23616050,approved,"All documents verified, cleared for activation.",2026-04-20,Robin Coleman
REV148052,APP83935194,APPROVED,Approved after manual PAN check.,2025-06-23 18:02:19,Grant Glass
REV698774,APP32922621,APPROVED,,01-02-2025,Grant Glass
REV408207,APP85070713,APPROVED,Approved after manual PAN check.,03-08-2025,Lance Mitchell MD
REV686753,APP81659906,APPROVED,"KYC matches, no red flags.",15/08/2025,Alisha Duffy
REV013451,APP88754181,Approved,"KYC matches, no red flags.",2026-05-27 03:21:55,Alisha Duffy
REV690666,APP65061706,Approved,"All documents verified, cleared for activation.",2026-03-22 23:21:07,Alisha Duffy
REV437418,APP80956679,Approved,"KYC matches, no red flags.",03/11/2025,Lance Mitchell MD
REV999593,APP59564303,Approved,"KYC matches, no red flags.",04-Dec-2025,Grant Glass
REV301939,APP68733470,APPROVED,Approved after manual PAN check.,17-Aug-2025,James Barrett
REV403022,APP11297088,Approved,,2026-05-27 00:31:54,James Barrett
REV131419,APP03983402,Approved,,2026-01-23,Lance Mitchell MD
REV344199,APP56636534,approved,"All documents verified, cleared for activation.",2025-12-02,Alisha Duffy
REV195410,APP63374884,APPROVED,Approved after manual PAN check.,2025-12-14 23:59:33,Jose White
REV427183,APP68096548,APPROVED,"All documents verified, cleared for activation.",16-Dec-2025,Lance Mitchell MD
REV692540,APP70403876,approved,Approved after manual PAN check.,20/04/2025,Alisha Duffy
REV162691,APP73719413,approved,Approved after manual PAN check.,03-Aug-2025,Robin Coleman
REV726603,APP32574302,Approved,Approved after manual PAN check.,22-Apr-2025,Alisha Duffy
REV798677,APP06801049,APPROVED,"All documents verified, cleared for activation.",10-28-2025,Donna Long
REV498679,APP61882902,APPROVED,,09/03/2025,Lance Mitchell MD
REV317149,APP68545978,Approved,Approved after manual PAN check.,23-Jul-2025,Grant Glass
REV172828,APP28933903,APPROVED,Approved after manual PAN check.,2025-12-06,Jose White
REV039523,APP27623837,approved,"All documents verified, cleared for activation.",2025-11-07 22:59:40,Lance Mitchell MD
REV317050,APP62036742,APPROVED,Approved after manual PAN check.,16/03/2025,Lance Mitchell MD
REV392192,APP16889584,Approved,"KYC matches, no red flags.",12/04/2025,James Barrett
REV101173,APP92628898,approved,Approved after manual PAN check.,13-Feb-2025,James Barrett
REV154618,APP34309962,Approved,"All documents verified, cleared for activation.",2025-06-01,Donna Long
REV227511,APP52576671,Approved,,2026-05-02 01:39:28,Robin Coleman
REV185339,APP43495033,Approved,"KYC matches, no red flags.",2025-05-09,James Barrett
REV987217,APP43182826,approved,"KYC matches, no red flags.",2025-08-08 01:48:45,Lance Mitchell MD
REV355670,APP05003545,approved,,06-13-2025,Lance Mitchell MD
REV853438,APP12237855,Approved,Approved after manual PAN check.,2025-03-08 03:49:46,James Barrett
REV608278,APP26507921,APPROVED,"All documents verified, cleared for activation.",24/01/2026,Jose White
REV338462,APP54524248,Approved,"All documents verified, cleared for activation.",2026-02-22,Robin Coleman
REV772279,APP51303275,approved,Approved after manual PAN check.,31/01/2025,Donna Long
REV235248,APP36130037,approved,"All documents verified, cleared for activation.",14-Feb-2026,Catherine James
REV526331,APP36626216,approved,"KYC matches, no red flags.",06-10-2025,Grant Glass
REV935817,APP22059001,Approved,Approved after manual PAN check.,2025-06-26 14:59:05,Robin Coleman
REV075268,APP68448254,approved,"KYC matches, no red flags.",2026-02-03 16:50:41,Grant Glass
REV346092,APP03353620,Approved,"KYC matches, no red flags.",04-Oct-2025,Alisha Duffy
REV447373,APP70162331,approved,Approved after manual PAN check.,04-25-2026,Catherine James
REV151184,APP94759544,approved,"KYC matches, no red flags.",07/01/2025,James Barrett
REV303709,APP71841519,APPROVED,"All documents verified, cleared for activation.",2025-04-22 14:19:46,Robin Coleman
REV379400,APP78863649,APPROVED,"All documents verified, cleared for activation.",24/05/2025,Alisha Duffy
REV619172,APP28872424,approved,Approved after manual PAN check.,19/05/2026,Catherine James
REV559384,APP89013964,Approved,Approved after manual PAN check.,06-13-2025,Catherine James
REV910078,APP53005168,APPROVED,"KYC matches, no red flags.",07/01/2026,Grant Glass
REV635425,APP79879508,APPROVED,"All documents verified, cleared for activation.",01-19-2025,Jose White
REV473134,APP37011842,APPROVED,"All documents verified, cleared for activation.",09/09/2025,Grant Glass
REV414327,APP63423475,approved,"KYC matches, no red flags.",02-Mar-2026,James Barrett
REV542844,APP51900177,APPROVED,Approved after manual PAN check.,21/03/2026,Donna Long
REV072860,APP80194880,Approved,,2026-04-11,Grant Glass
REV164799,APP51856415,approved,Approved after manual PAN check.,2026-04-02,Donna Long
REV680090,APP54464448,Approved,"KYC matches, no red flags.",18/03/2025,James Barrett
REV525295,APP51540481,approved,,2026-06-27,Lance Mitchell MD
REV431361,APP93031443,APPROVED,Approved after manual PAN check.,21/08/2025,Lance Mitchell MD
REV778313,APP44197927,APPROVED,"All documents verified, cleared for activation.",09-Mar-2026,Donna Long
REV703848,APP64780295,APPROVED,"All documents verified, cleared for activation.",20-Jun-2026,Alisha Duffy
REV784743,APP76856913,approved,Approved after manual PAN check.,2025-06-06 13:20:19,Lance Mitchell MD
REV630814,APP89825087,APPROVED,Approved after manual PAN check.,2025-09-08 03:56:41,Alisha Duffy
REV475135,APP55693156,APPROVED,Approved after manual PAN check.,09-14-2025,Alisha Duffy
REV884632,APP28999329,Approved,"All documents verified, cleared for activation.",18-Nov-2025,Jose White
REV790626,APP76207212,Approved,Approved after manual PAN check.,06-06-2026,Donna Long
REV031283,APP07993512,approved,"KYC matches, no red flags.",05-09-2025,James Barrett
REV900292,APP00985406,APPROVED,"All documents verified, cleared for activation.",06/07/2025,Grant Glass
REV751540,APP66397176,approved,Approved after manual PAN check.,10-Jun-2026,Catherine James
REV567394,APP72017417,approved,,02-12-2025,Catherine James
REV826229,APP90296215,approved,"KYC matches, no red flags.",16/01/2025,Grant Glass
REV363596,APP22340250,approved,"KYC matches, no red flags.",22/08/2025,Donna Long
REV536118,APP88751510,Approved,"KYC matches, no red flags.",28-Oct-2025,Jose White
REV842287,APP51700265,Approved,"All documents verified, cleared for activation.",2025-12-31 09:45:08,Lance Mitchell MD
REV027962,APP67193303,approved,Approved after manual PAN check.,13/01/2025,Robin Coleman
REV793766,APP48912265,Approved,Approved after manual PAN check.,27/04/2026,Robin Coleman
REV468621,APP28477939,Approved,"All documents verified, cleared for activation.",2026-02-11 11:58:44,James Barrett
REV121509,APP25841858,APPROVED,"KYC matches, no red flags.",05-22-2026,James Barrett
REV164068,APP20217525,approved,,01-Jun-2026,James Barrett
REV215489,APP77646497,approved,Approved after manual PAN check.,2025-03-21 18:43:09,Lance Mitchell MD
REV723192,APP90608268,Approved,Approved after manual PAN check.,2026-02-21,James Barrett
REV780474,APP90084414,approved,"All documents verified, cleared for activation.",2025-12-31 18:07:17,Alisha Duffy
REV365818,APP32581501,Approved,"All documents verified, cleared for activation.",2026-05-24,Lance Mitchell MD
REV617126,APP09933147,APPROVED,Approved after manual PAN check.,29/04/2026,Donna Long
REV269388,APP99897317,Approved,,20/07/2025,James Barrett
REV337450,APP17430953,Approved,"All documents verified, cleared for activation.",26-Nov-2025,Grant Glass
REV579253,APP85950045,Approved,"KYC matches, no red flags.",2025-11-18,Alisha Duffy
REV348196,APP86041450,Approved,"All documents verified, cleared for activation.",01-29-2025,Lance Mitchell MD
REV771341,APP43513316,APPROVED,Approved after manual PAN check.,10-05-2025,Catherine James
REV163681,APP67414036,APPROVED,Approved after manual PAN check.,12-May-2025,Catherine James
REV340947,APP52072019,approved,Approved after manual PAN check.,13/04/2026,Jose White
REV771274,APP99087121,APPROVED,"KYC matches, no red flags.",27-Feb-2025,Catherine James
REV429717,APP11449538,APPROVED,"All documents verified, cleared for activation.",2025-02-09 02:46:56,Robin Coleman
REV708045,APP26271973,approved,Approved after manual PAN check.,10-05-2025,Grant Glass
REV456945,APP33994271,approved,"KYC matches, no red flags.",2025-10-18 21:19:52,Grant Glass
REV630294,APP14130356,APPROVED,"All documents verified, cleared for activation.",09-Feb-2025,Catherine James
REV240526,APP42484917,APPROVED,Approved after manual PAN check.,2026-01-08,Jose White
REV708663,APP35316370,Approved,"KYC matches, no red flags.",10-04-2025,Catherine James
REV013564,APP06631107,APPROVED,"KYC matches, no red flags.",23/03/2026,James Barrett
REV782505,APP52094885,approved,"KYC matches, no red flags.",03-03-2026,Jose White
REV563048,APP78878184,approved,Approved after manual PAN check.,03-Apr-2025,Jose White
REV968664,APP72415692,APPROVED,"KYC matches, no red flags.",2025-05-17,Alisha Duffy
REV237826,APP42596009,approved,Approved after manual PAN check.,2026-06-16 17:02:26,Donna Long
REV286128,APP39173511,approved,"KYC matches, no red flags.",09-01-2025,James Barrett
REV550948,APP62868711,approved,"All documents verified, cleared for activation.",2025-11-29 04:39:50,Donna Long
REV918565,APP54082194,Approved,"KYC matches, no red flags.",09-24-2025,Donna Long
REV655613,APP32570664,approved,"KYC matches, no red flags.",15-Feb-2026,James Barrett
REV166471,APP40127338,approved,"KYC matches, no red flags.",06-24-2025,James Barrett
REV073485,APP10293689,APPROVED,Approved after manual PAN check.,30/09/2025,Robin Coleman
REV676352,APP43550864,APPROVED,Approved after manual PAN check.,2025-03-28 13:21:40,Robin Coleman
REV120519,APP21648593,APPROVED,"KYC matches, no red flags.",02-19-2026,Robin Coleman
REV635328,APP77607755,Approved,"KYC matches, no red flags.",2026-03-18 20:09:33,Alisha Duffy
REV889319,APP37440635,Approved,"All documents verified, cleared for activation.",22-Mar-2025,Catherine James
REV079301,APP62654590,APPROVED,"All documents verified, cleared for activation.",28-Apr-2025,Lance Mitchell MD
REV510571,APP73380404,approved,"All documents verified, cleared for activation.",21/04/2025,Robin Coleman
REV114502,APP11534356,Approved,Approved after manual PAN check.,2025-04-29,Jose White
REV771050,APP57701382,Approved,"All documents verified, cleared for activation.",08-May-2025,Catherine James
REV265603,APP78073961,Approved,"All documents verified, cleared for activation.",12-Dec-2025,Catherine James
REV428637,APP47477408,Approved,Approved after manual PAN check.,26-Apr-2026,Robin Coleman
REV305255,APP44726262,Approved,"KYC matches, no red flags.",2025-12-17 02:15:50,Jose White
REV075464,APP09522989,Approved,,15/09/2025,Catherine James
REV887519,APP95165747,APPROVED,"KYC matches, no red flags.",2026-02-19,Jose White
REV528191,APP44609099,APPROVED,,07-04-2025,Donna Long
REV690954,APP32078857,approved,"All documents verified, cleared for activation.",2026-01-21 00:55:09,Grant Glass
REV216335,APP32271841,APPROVED,"All documents verified, cleared for activation.",2026-06-25,Donna Long
REV504113,APP49783547,APPROVED,"All documents verified, cleared for activation.",2026-02-09 13:11:04,Alisha Duffy
REV661430,APP89925809,approved,Approved after manual PAN check.,2025-02-16 15:42:48,Jose White
REV473726,APP82900498,APPROVED,"All documents verified, cleared for activation.",24/09/2025,Alisha Duffy
REV767868,APP25409396,Approved,Approved after manual PAN check.,07-30-2025,Donna Long
REV653313,APP11897856,APPROVED,Approved after manual PAN check.,2025-04-05,Donna Long
REV415307,APP69651887,Approved,"KYC matches, no red flags.",2025-06-02 20:43:13,Lance Mitchell MD
REV747276,APP15878982,approved,Approved after manual PAN check.,2026-06-02,Lance Mitchell MD
REV472322,APP42271133,approved,,05/02/2025,Robin Coleman
REV358111,APP37400260,APPROVED,Approved after manual PAN check.,2025-06-27 18:49:18,Lance Mitchell MD
REV295702,APP02978956,approved,"All documents verified, cleared for activation.",2025-11-26,Jose White
REV872027,APP49070369,APPROVED,"KYC matches, no red flags.",25-Dec-2025,Donna Long
REV124196,APP74784753,approved,,10-21-2025,Grant Glass
REV046752,APP51949596,approved,"All documents verified, cleared for activation.",2025-06-12 12:38:17,Catherine James
