bank_id,application_id,account_number_masked,ifsc,bank_name,verification_status
BNK680610,APP83796198,XXXXXXXX8604,QGTS0676847,Icici Bank Ltd,verified
BNK689634,APP94793320,XXXXXXXX5151,INNA0346175,SBI,verified
BNK045549,APP97090453,XXXXXXXX8006,SNNN0937159,S.B.I.,Verified
BNK794743,APP57450134,XXXXXXXX7790,ZKMJ0880838,Axis Bank,verified
BNK436392,APP77200897,XXXXXXXX8783,ENVR0074412,Punjab National Bank,Verified
BNK401513,APP43409347,XXXXXXXX3297,QRLF0768567,Punjab National Bank,verified
BNK651787,APP35244176,XXXXXXXX6443,MZKF0878844,HDFC BANK,verified
BNK285861,APP99263905,XXXXXXXX9512,AQYO0371069,Kotak Mahindra,Verified
BNK742178,APP18487186,XXXXXXXX8463,HFJY0343992,kotak bank,Verified
BNK564740,APP78277897,XXXXXXXX8547,ZLXE0082128,HDFC Bank,Verified
BNK666848,APP56671480,XXXXXXXX3360,XUTA0760521,State Bank of India,verified
BNK374692,APP29440949,XXXXXXXX5076,GERN0345183,AXIS BANK,Verified
BNK295715,APP91679204,XXXXXXXX4765,NOQV0010495,AXIS BANK,Verified
BNK461297,APP68589262,XXXXXXXX8546,HLJI0078581,Kotak Mahindra,verified
BNK639747,APP16134470,XXXXXXXX4772,NDFB0123227,Kotak Mahindra,Verified
BNK754640,APP45721824,XXXXXXXX5883,OUVZ0253660,Kotak Mahindra,verified
BNK330978,APP78721622,XXXXXXXX4411,EKQT0538908,punjab national bank,verified
BNK196213,APP00388099,XXXXXXXX2411,VSVK0056327,axis bank,verified
BNK702075,APP57029182,XXXXXXXX9491,TZDX0630545,punjab national bank,verified
BNK988085,APP60297483,XXXXXXXX0578,HYNR0451482,PNB,Verified
BNK907456,APP43303179,XXXXXXXX7892,FHKO0833279,icici bank,verified
BNK969626,APP71876687,XXXXXXXX8677,WRRC0057987,Axis Bank,Verified
BNK530712,APP72697742,XXXXXXXX8794,XGYR0886644,Punjab National Bank,Verified
BNK234603,APP64284343,XXXXXXXX7079,DFFG0660053,State Bank of India,Verified
BNK570821,APP07578928,XXXXXXXX0362,NPYG0919331,HDFC BANK,Verified
BNK279905,APP75613026,XXXXXXXX7851,wlpg0419131,State Bank of India,verified
BNK281312,APP22756850,XXXXXXXX3068,FCSH0785366,kotak bank,Verified
BNK505454,APP70995932,XXXXXXXX3245,VUIC0546758,hdfc bank,Verified
BNK986224,APP61473605,XXXXXXXX0798,zitg0826414,Kotak Mahindra,verified
BNK174803,APP68198775,XXXXXXXX7425,YZYO0902371,SBI,Verified
BNK665549,APP90454617,XXXXXXXX9362,JKKU0890834,ICICI BANK,verified
BNK943715,APP31886973,XXXXXXXX5937,ARIZ0872158,PNB,Verified
BNK201331,APP44851379,XXXXXXXX6348,ZAEN0971604,Axis Bank,verified
BNK855103,APP43979015,XXXXXXXX6835,PKIJ0601932,Axis Bank,verified
BNK456336,APP38878143,XXXXXXXX7024,KUSE0528262,ICICI BANK,verified
BNK089433,APP54494376,XXXXXXXX9926,XPGW0621759,ICICI Bank,verified
BNK299739,APP74843628,XXXXXXXX6189,VKXQ0367565,icici bank,Verified
BNK236518,APP33618136,XXXXXXXX7595,OTXQ0222842,punjab national bank,verified
BNK844333,APP06524970,XXXXXXXX5155,KQHI0963932,ICICI Bank,Verified
BNK170677,APP86885516,XXXXXXXX6462,STDV0711337,Hdfc bank Ltd,Verified
BNK699821,APP34605861,XXXXXXXX6726,WKWN0723895,HDFC BANK,Verified
BNK275984,APP58604808,XXXXXXXX7178,DJWG0360712,hdfc bank,verified
BNK582363,APP93514850,XXXXXXXX6388,YDZP0288909,kotak bank,verified
BNK722823,APP25906311,XXXXXXXX1473,kooa0347851,State Bank of India,Verified
BNK672016,APP24223004,XXXXXXXX1861,FMDJ0455842,Axis Bank,verified
BNK306038,APP45127792,XXXXXXXX2599,DAEI0241512,Kotak Mahindra Bank,verified
BNK410750,APP46841849,XXXXXXXX2245,LWAW0338252,Icici Bank Ltd,verified
BNK054530,APP29988219,XXXXXXXX1610,GJFU0745319,Kotak Mahindra Bank,verified
BNK145471,APP93781947,XXXXXXXX2414,VBDU0522451,axis bank,verified
BNK977363,APP52829821,XXXXXXXX3598,WBKH0480611,hdfc bank,Verified
BNK549968,APP18627967,XXXXXXXX1566,YFZF0479754,Hdfc bank Ltd,verified
BNK200368,APP52938131,XXXXXXXX1554,CHGH0036614,kotak bank,Verified
BNK839737,APP83984464,XXXXXXXX1582,CGTS0454992,AXIS BANK,Verified
BNK653021,APP03476415,XXXXXXXX0794,GYBK0453002,hdfc bank,Verified
BNK510053,APP84891997,XXXXXXXX5715,FUPM0501479,axis bank,Verified
BNK818273,APP93117845,XXXXXXXX9437,YVNZ0866029,kotak bank,verified
BNK237873,APP11811451,XXXXXXXX4193,AFZG0892758,Kotak Mahindra Bank,verified
BNK861371,APP74592613,XXXXXXXX0575,ZGYD0107509,punjab national bank,verified
BNK401317,APP84057997,XXXXXXXX6673,WCCN0120388,punjab national bank,verified
BNK700160,APP21676833,XXXXXXXX0548,DWOI0359639,punjab national bank,verified
BNK171154,APP33924981,XXXXXXXX8373,MJEO0120994,Axis Bank,verified
BNK711998,APP25407456,XXXXXXXX9601,AUDW0082107,Axis Bank,Verified
BNK501776,APP27208915,XXXXXXXX7026,IMQF0192148,Icici Bank Ltd,verified
BNK139107,APP70344137,XXXXXXXX1403,GPQP0797362,State Bank of India,Verified
BNK014708,APP28865443,XXXXXXXX7525,ZUBX0481002,Icici Bank Ltd,verified
BNK497013,APP04629224,XXXXXXXX3729,APDF0742032,icici bank,Verified
BNK248101,APP25523151,XXXXXXXX8621,WFMS0060741,Punjab National Bank,verified
BNK055296,APP04643177,XXXXXXXX3656,PKPA0979689,Punjab National Bank,Verified
BNK679997,APP01766243,XXXXXXXX9788,OOOJ0553707,ICICI Bank,verified
BNK344231,APP89206968,XXXXXXXX7344,FBCC0206817,Kotak Mahindra Bank,Verified
BNK550282,APP79351673,XXXXXXXX4929,XFHK0926179,HDFC Bank,Verified
BNK929107,APP50486013,XXXXXXXX4539,UMLF0081868,AXIS BANK,Verified
BNK469788,APP02827136,XXXXXXXX3964,IANH0482683,PNB,verified
BNK138813,APP01389278,XXXXXXXX2081,ZTBW0917103,Icici Bank Ltd,Verified
BNK221779,APP19129353,XXXXXXXX9273,HTGX0176800,HDFC Bank,Verified
BNK188511,APP21937018,XXXXXXXX8627,NZUO0006602,Punjab National Bank,verified
BNK974983,APP88776456,XXXXXXXX2174,SCBQ0488584,Kotak Mahindra Bank,verified
BNK840498,APP65782953,XXXXXXXX7378,AROO0453669,Punjab National Bank,Verified
BNK327590,APP79878601,XXXXXXXX6694,FXQO0635134,Icici Bank Ltd,Verified
BNK818161,APP81514796,XXXXXXXX0458,LOJA0861027,State Bank of India,verified
BNK191796,APP77955957,XXXXXXXX0724,TDXB0139714,kotak bank,Verified
BNK882268,APP09388495,XXXXXXXX1821,VKFT0167444,AXIS BANK,verified
BNK899719,APP93814242,XXXXXXXX3107,djxx0605620,hdfc bank,verified
BNK118588,APP95740849,XXXXXXXX8433,OGUZ0315453,Kotak Mahindra Bank,Verified
BNK459195,APP90236518,XXXXXXXX7794,yenr0754027,Axis Bank,verified
BNK529340,APP93790015,XXXXXXXX6998,NALW0017240,punjab national bank,Verified
BNK612529,APP77321850,XXXXXXXX8941,UWZR0766789,Punjab National Bank,Verified
BNK759503,APP68583440,XXXXXXXX7461,OSZB0106858,Axis Bank,Verified
BNK817519,APP57326754,XXXXXXXX8894,HCYR0659195,Kotak Mahindra Bank,Verified
BNK702338,APP17280998,XXXXXXXX0983,JNFP0959090,state bank of india,verified
BNK597002,APP93829678,XXXXXXXX3882,pabm0081184,Hdfc bank Ltd,verified
BNK163394,APP14326262,XXXXXXXX7754,JXAP0124101,ICICI BANK,Verified
BNK539955,APP50938273,XXXXXXXX2968,PFLA0694775,ICICI BANK,verified
BNK036782,APP50452152,XXXXXXXX7259,YAXP0311092,axis bank,verified
BNK276735,APP73169306,XXXXXXXX6679,UPPL0056633,S.B.I.,Verified
BNK590164,APP16986092,XXXXXXXX8472,KTSP0314345,State Bank of India,verified
BNK211855,APP65320792,XXXXXXXX8998,TOQY0581885,Hdfc bank Ltd,verified
BNK115535,APP25709065,XXXXXXXX3063,NVOZ0146960,PNB,verified
BNK633644,APP89915908,XXXXXXXX6001,HNNL0908846,Punjab National Bank,Verified
BNK579553,APP58818611,XXXXXXXX1459,KFXK0817244,hdfc bank,verified
BNK365040,APP48532588,XXXXXXXX0854,LMGA0991263,Axis Bank,Verified
BNK743829,APP02123891,XXXXXXXX7522,htjc0425361,axis bank,verified
BNK846055,APP61872614,XXXXXXXX2664,ISIB0201995,AXIS BANK,verified
BNK533704,APP58246012,XXXXXXXX4175,VTEY0596426,state bank of india,verified
BNK981701,APP89039544,XXXXXXXX2183,NIUB0927599,kotak bank,verified
BNK379577,APP90910426,XXXXXXXX2008,BCWA0554640,Hdfc bank Ltd,Verified
BNK547865,APP05755224,XXXXXXXX4166,IDRF0109269,hdfc bank,Verified
BNK415079,APP98429530,XXXXXXXX1150,UZHW0495454,ICICI Bank,verified
BNK426784,APP24841864,XXXXXXXX4254,INVV0316004,hdfc bank,Verified
BNK980679,APP05762544,XXXXXXXX8213,ZVHQ0500347,AXIS BANK,verified
BNK630692,APP03079157,XXXXXXXX7975,SRZH0260700,kotak bank,verified
BNK219133,APP91839239,XXXXXXXX7151,WDBU0908069,ICICI Bank,Verified
BNK462761,APP90818442,XXXXXXXX0023,GICQ0999566,Icici Bank Ltd,verified
BNK811360,APP92768933,XXXXXXXX7710,ievq0476987,state bank of india,verified
BNK327848,APP64004088,XXXXXXXX3702,FBQQ0138317,Hdfc bank Ltd,Verified
BNK281418,APP34521591,XXXXXXXX3803,QAXO0095761,punjab national bank,verified
BNK201687,APP97872116,XXXXXXXX4244,STKY0819315,PNB,Verified
BNK226544,APP61944046,XXXXXXXX1193,BTZQ0724625,Icici Bank Ltd,verified
BNK742353,APP35499684,XXXXXXXX2665,MLOQ0189165,Punjab National Bank,Verified
BNK337417,APP13496414,XXXXXXXX0017,PBYI0230255,AXIS BANK,verified
BNK816856,APP18495013,XXXXXXXX5854,HYDW0856737,Kotak Mahindra,Verified
BNK979204,APP35035699,XXXXXXXX5571,ldpx0114227,PNB,verified
BNK437205,APP24375328,XXXXXXXX2238,ARAT0317174,punjab national bank,Verified
BNK832941,APP71900642,XXXXXXXX9020,FLAG0908387,HDFC Bank,Verified
BNK564736,APP07146221,XXXXXXXX1319,HIPL0492708,ICICI BANK,verified
BNK886283,APP57454113,XXXXXXXX8286,SGAK0192086,S.B.I.,Verified
BNK373489,APP26454001,XXXXXXXX3314,POKC0761254,AXIS BANK,verified
BNK292339,APP67066732,XXXXXXXX2420,BZBZ0957540,State Bank of India,Verified
BNK380644,APP78262379,XXXXXXXX0530,NAZZ0361056,Kotak Mahindra Bank,verified
BNK247315,APP91219117,XXXXXXXX7191,BVFW0081285,kotak bank,Verified
BNK452234,APP79798351,XXXXXXXX2409,TACA0312908,S.B.I.,verified
BNK527469,APP57580995,XXXXXXXX0692,HDEE0096961,State Bank of India,Verified
BNK481139,APP37320013,XXXXXXXX8294,SAMR0316271,Icici Bank Ltd,Verified
BNK821692,APP71607960,XXXXXXXX9706,SLFZ0386097,HDFC Bank,Verified
BNK975371,APP81544671,XXXXXXXX7178,PMUK0608144,Hdfc bank Ltd,Verified
BNK233453,APP93111628,XXXXXXXX2677,PZHG0449721,Hdfc bank Ltd,Verified
BNK898212,APP43763137,XXXXXXXX5699,UNZU0226521,Hdfc bank Ltd,verified
BNK453642,APP68704666,XXXXXXXX1466,QEGH0513081,ICICI BANK,verified
BNK900510,APP36607866,XXXXXXXX9170,UAFQ0469975,kotak bank,Verified
BNK070212,APP65133018,XXXXXXXX5672,WHUJ0564044,ICICI BANK,Verified
BNK469209,APP03633074,XXXXXXXX6776,HXEB0640126,ICICI Bank,verified
BNK499388,APP98788362,XXXXXXXX2679,KNPF0819835,Kotak Mahindra,Verified
BNK644681,APP03728925,XXXXXXXX9763,ZXTC0125584,icici bank,verified
BNK503905,APP71100351,XXXXXXXX2726,NINQ0331406,state bank of india,verified
BNK002311,APP00634165,XXXXXXXX2561,GHYS0571169,kotak bank,Verified
BNK498089,APP34705038,XXXXXXXX9389,NVWW0461733,icici bank,verified
BNK008216,APP36469721,XXXXXXXX1453,IYXV0465608,Punjab National Bank,verified
BNK677715,APP67107192,XXXXXXXX0374,VAWW0846322,Axis Bank,Verified
BNK686423,APP79807797,XXXXXXXX1720,XUJD0678095,punjab national bank,verified
BNK866264,APP67166010,XXXXXXXX8095,GLUU0163991,hdfc bank,verified
BNK628642,APP59220237,XXXXXXXX1448,RUDH0881195,AXIS BANK,Verified
BNK190097,APP82545343,XXXXXXXX3119,IOTU0689112,kotak bank,verified
BNK050704,APP94107970,XXXXXXXX9479,VBRV0956098,AXIS BANK,verified
BNK878604,APP55623250,XXXXXXXX7803,NKGB0343602,Kotak Mahindra,Verified
BNK615252,APP56681571,XXXXXXXX1582,KQGF0517588,AXIS BANK,verified
BNK097386,APP25686795,XXXXXXXX5600,TJPU0549676,icici bank,Verified
BNK880881,APP93864732,XXXXXXXX8921,PGAC0742106,AXIS BANK,verified
BNK685454,APP97521224,XXXXXXXX2080,SRCM0744230,Icici Bank Ltd,Verified
BNK057700,APP56355958,XXXXXXXX7743,VHRP0167475,ICICI Bank,Verified
BNK125257,APP81190000,XXXXXXXX1953,MQCO0033872,Axis Bank,Verified
BNK869806,APP17950529,XXXXXXXX7597,TEAL0040245,State Bank of India,Verified
BNK331130,APP18059527,XXXXXXXX1854,IFCW0243395,PNB,Verified
BNK353680,APP27227663,XXXXXXXX9734,yxwt0284430,Kotak Mahindra,verified
BNK691947,APP30690710,XXXXXXXX9957,UIUY0290483,ICICI BANK,Verified
BNK307671,APP01448771,XXXXXXXX2525,DJXS0328633,ICICI BANK,Verified
BNK172990,APP98520569,XXXXXXXX3786,CRBI0177921,AXIS BANK,Verified
BNK240324,APP55520702,XXXXXXXX1274,vclh0867729,punjab national bank,verified
BNK379124,APP87650433,XXXXXXXX1891,YMAQ0099597,HDFC BANK,Verified
BNK234046,APP71949949,XXXXXXXX7138,BBLP0950774,Kotak Mahindra Bank,Verified
BNK452276,APP10228471,XXXXXXXX1436,wail0718403,Kotak Mahindra,Verified
BNK049756,APP09645807,XXXXXXXX2700,APLO0581945,state bank of india,verified
BNK336959,APP65939587,XXXXXXXX6774,EZCT0381733,axis bank,Verified
BNK213041,APP24194526,XXXXXXXX4250,ZBEF0272487,HDFC BANK,verified
BNK829372,APP83581699,XXXXXXXX1298,CWDE0031009,HDFC BANK,Verified
BNK172381,APP22607294,XXXXXXXX9082,XIQA0870509,Axis Bank,verified
BNK231415,APP57956961,XXXXXXXX3049,QZOX0526632,Punjab National Bank,Verified
BNK246557,APP25739310,XXXXXXXX5674,VITA0685716,PNB,Verified
BNK721813,APP33792072,XXXXXXXX8244,DIGJ0069468,Axis Bank,Verified
BNK878956,APP92587468,XXXXXXXX9925,YTTR0377266,state bank of india,verified
BNK161291,APP37492406,XXXXXXXX1698,VEDK0168318,state bank of india,Verified
BNK888536,APP29191781,XXXXXXXX0153,QXKH0416209,HDFC Bank,verified
BNK554281,APP14218279,XXXXXXXX8621,pydr0004055,punjab national bank,Verified
BNK777268,APP61782922,XXXXXXXX4726,ETUB0520152,hdfc bank,Verified
BNK413228,APP34499072,XXXXXXXX3329,KAZL0487208,icici bank,verified
BNK439374,APP36983754,XXXXXXXX9193,XQYW0079497,SBI,Verified
BNK405250,APP08890699,XXXXXXXX5149,TEZL0166349,HDFC Bank,verified
BNK112802,APP49683826,XXXXXXXX6027,BMYG0552474,S.B.I.,Verified
BNK807124,APP41780576,XXXXXXXX6246,NGZW0183390,Kotak Mahindra,verified
BNK860984,APP54559853,XXXXXXXX9231,FMWN0532650,Punjab National Bank,verified
BNK550193,APP51829132,XXXXXXXX4033,AWPD0677485,axis bank,verified
BNK934927,APP55343925,XXXXXXXX6414,pwxs0361090,kotak bank,verified
BNK479581,APP18634476,XXXXXXXX6612,LRGB0386052,AXIS BANK,verified
BNK648821,APP66037565,XXXXXXXX7072,KHEK0878875,state bank of india,verified
BNK133967,APP54975970,XXXXXXXX4094,GAIS0887284,HDFC BANK,Verified
BNK745427,APP19019895,XXXXXXXX7924,TJAF0076082,S.B.I.,verified
BNK890230,APP38111569,XXXXXXXX0341,cocc0284447,AXIS BANK,verified
BNK695391,APP96012051,XXXXXXXX0485,WKKH0965774,SBI,Verified
BNK969647,APP82187751,XXXXXXXX2718,JOSY0834807,State Bank of India,Verified
BNK520286,APP61224448,XXXXXXXX8127,HDVS0300904,Icici Bank Ltd,Verified
BNK483618,APP34296735,XXXXXXXX6081,VHSH0909052,kotak bank,Verified
BNK108456,APP88585497,XXXXXXXX9341,AVIP0047154,Axis Bank,Verified
BNK070424,APP72260203,XXXXXXXX9736,WTKE0079322,ICICI Bank,verified
BNK022008,APP96282568,XXXXXXXX5853,bgin0348372,HDFC BANK,Verified
BNK992590,APP51150264,XXXXXXXX7572,PKKL0976909,Hdfc bank Ltd,verified
BNK911157,APP66972089,XXXXXXXX6820,ZPHC0159364,hdfc bank,verified
BNK148504,APP64452293,XXXXXXXX8526,SZGM0014878,icici bank,verified
BNK277249,APP24352200,XXXXXXXX4638,ISCN0831558,Kotak Mahindra,Verified
BNK453305,APP51636389,XXXXXXXX9482,VEBE0711059,punjab national bank,Verified
BNK164007,APP85574807,XXXXXXXX0942,PFVW0206799,Kotak Mahindra,Verified
BNK270114,APP00941208,XXXXXXXX9898,CDTR0500525,kotak bank,verified
BNK898905,APP98221317,XXXXXXXX0221,VBXP0502669,icici bank,Verified
BNK357689,APP66166557,XXXXXXXX9440,IZUN0823890,Icici Bank Ltd,verified
BNK254773,APP46793959,XXXXXXXX7205,BPOV0376743,state bank of india,Verified
BNK435293,APP75914662,XXXXXXXX4850,AFTR0495263,State Bank of India,Verified
BNK910069,APP50878914,XXXXXXXX0178,MQTK0061017,HDFC Bank,verified
BNK991903,APP19030228,XXXXXXXX3338,IKPN0316720,Kotak Mahindra,verified
BNK999259,APP22803795,XXXXXXXX7787,YUTZ0792293,Axis Bank,Verified
BNK526484,APP46692581,XXXXXXXX9914,VYAB0875097,PNB,verified
BNK542126,APP66676118,XXXXXXXX6027,ODDD0443569,state bank of india,verified
BNK102502,APP20614010,XXXXXXXX3161,BAUF0864797,kotak bank,verified
BNK089181,APP89812063,XXXXXXXX5139,NLDV0477998,ICICI BANK,verified
BNK647471,APP96796343,XXXXXXXX4189,JVUS0703361,ICICI Bank,verified
BNK604222,APP70267925,XXXXXXXX1289,CHKB0451510,PNB,Verified
BNK931501,APP21160952,XXXXXXXX6296,CRZZ0265190,axis bank,verified
BNK108081,APP09003824,XXXXXXXX7981,EYMG0879401,ICICI BANK,Verified
BNK251115,APP58848100,XXXXXXXX8196,nxeb0130431,HDFC BANK,verified
BNK536253,APP14904916,XXXXXXXX3281,ZSEN0195162,Hdfc bank Ltd,Verified
BNK928651,APP11318453,XXXXXXXX1660,TYTG0236862,hdfc bank,Verified
BNK721547,APP52086930,XXXXXXXX1155,ACTB0177801,punjab national bank,Verified
BNK216044,APP97481007,XXXXXXXX0687,PYDN0706294,Axis Bank,verified
BNK668248,APP93521671,XXXXXXXX4446,TNXC0845873,ICICI Bank,verified
BNK757482,APP96659879,XXXXXXXX8131,MEPM0167044,SBI,Verified
BNK483056,APP61756005,XXXXXXXX1542,TYLD0920722,punjab national bank,Verified
BNK573569,APP13910517,XXXXXXXX7449,QGCM0180472,HDFC Bank,verified
BNK228788,APP87545214,XXXXXXXX1434,ZGER0357350,hdfc bank,Verified
BNK713358,APP27597629,XXXXXXXX0751,ALYJ0151173,punjab national bank,Verified
BNK288789,APP53630396,XXXXXXXX0925,BNVK0786177,HDFC Bank,Verified
BNK614930,APP74715531,XXXXXXXX8203,WTUC0228799,PNB,verified
BNK131032,APP63019798,XXXXXXXX8681,PQUU0064550,PNB,verified
BNK885688,APP62088767,XXXXXXXX5714,QEPN0967189,Kotak Mahindra,verified
BNK890696,APP86404466,XXXXXXXX9787,TEPD0946342,AXIS BANK,verified
BNK487462,APP50852214,XXXXXXXX9959,JOFL0406388,SBI,Verified
BNK654889,APP67967697,XXXXXXXX9264,MHFA0980847,kotak bank,Verified
BNK383319,APP84546861,XXXXXXXX2748,ODLX0515574,AXIS BANK,Verified
BNK193381,APP95824803,XXXXXXXX7872,TMZF0650365,HDFC BANK,Verified
BNK311776,APP63597831,XXXXXXXX9967,UMBJ0714247,Axis Bank,Verified
BNK937823,APP68079259,XXXXXXXX4311,NKCF0359567,AXIS BANK,verified
BNK053874,APP18259682,XXXXXXXX7754,rmmx0399406,Kotak Mahindra Bank,Verified
BNK255133,APP49073825,XXXXXXXX0381,YVVT0822245,ICICI BANK,verified
BNK653305,APP15800182,XXXXXXXX3519,QITA0823828,Axis Bank,Verified
BNK234410,APP06112897,XXXXXXXX0380,HHWN0780419,AXIS BANK,Verified
BNK516250,APP27637578,XXXXXXXX9152,PALE0517747,PNB,Verified
BNK703833,APP50153444,XXXXXXXX9483,VJEB0526883,punjab national bank,verified
BNK760741,APP87818762,XXXXXXXX1251,JKAX0506134,AXIS BANK,verified
BNK146079,APP32614912,XXXXXXXX2674,NRXK0667075,Kotak Mahindra Bank,verified
BNK714803,APP36307089,XXXXXXXX1875,YYTT0289875,axis bank,Verified
BNK307654,APP74353969,XXXXXXXX8091,VJMX0290602,axis bank,verified
BNK767596,APP63967481,XXXXXXXX3750,VTYO0273265,State Bank of India,verified
BNK873628,APP69131882,XXXXXXXX1333,AZUM0292578,Icici Bank Ltd,verified
BNK095236,APP69569694,XXXXXXXX5300,AQEP0482818,ICICI BANK,Verified
BNK152710,APP60528295,XXXXXXXX0549,JYAA0790526,State Bank of India,Verified
BNK338503,APP59782621,XXXXXXXX9389,epzl0878843,HDFC Bank,Verified
BNK167936,APP47607466,XXXXXXXX5777,CXGX0527042,Hdfc bank Ltd,verified
BNK675949,APP97389975,XXXXXXXX1065,WVGK0721333,punjab national bank,Verified
BNK900935,APP76372591,XXXXXXXX9415,XFPH0837973,HDFC Bank,Verified
BNK952040,APP53356401,XXXXXXXX0644,IMSW0501982,icici bank,verified
BNK373108,APP11103130,XXXXXXXX3064,HNWV0994605,S.B.I.,Verified
BNK295848,APP92896073,XXXXXXXX6663,RDGJ0628150,ICICI Bank,verified
BNK571056,APP36457901,XXXXXXXX4536,DKUE0711841,Kotak Mahindra Bank,Verified
BNK698900,APP62520072,XXXXXXXX8152,XOXM0656807,Kotak Mahindra Bank,Verified
BNK193521,APP95510426,XXXXXXXX5955,qbhs0517084,hdfc bank,verified
BNK974938,APP35488933,XXXXXXXX5810,ZGPY0869893,ICICI BANK,verified
BNK069547,APP23322993,XXXXXXXX1042,EAVG0914984,HDFC Bank,verified
BNK485325,APP19533491,XXXXXXXX5837,RHJY0615918,Punjab National Bank,Verified
BNK020582,APP39163503,XXXXXXXX8154,XHNW0061151,ICICI Bank,verified
BNK727090,APP35558328,XXXXXXXX3987,HOTD0766435,Kotak Mahindra,Verified
BNK738163,APP19134484,XXXXXXXX5587,ITZT0393923,axis bank,Verified
BNK831757,APP63983023,XXXXXXXX9922,RAUV0148264,kotak bank,Verified
BNK852682,APP39118649,XXXXXXXX3790,JXTU0811139,Icici Bank Ltd,Verified
BNK196647,APP94399715,XXXXXXXX2656,TYZE0640052,Hdfc bank Ltd,Verified
BNK907280,APP58093570,XXXXXXXX4471,HLSA0814617,icici bank,verified
BNK390949,APP02571303,XXXXXXXX5533,DLQJ0686321,HDFC BANK,Verified
BNK059295,APP90059440,XXXXXXXX6134,DSBO0436754,Icici Bank Ltd,verified
BNK251201,APP42846844,XXXXXXXX0618,irrg0826387,punjab national bank,Verified
BNK813466,APP15433813,XXXXXXXX5335,KNIQ0284495,state bank of india,verified
BNK605091,APP21673105,XXXXXXXX1430,PZMW0540951,kotak bank,Verified
BNK102234,APP36635776,XXXXXXXX5450,UAHA0847628,HDFC BANK,verified
BNK275925,APP15073337,XXXXXXXX2270,GBMV0402325,icici bank,Verified
BNK034692,APP50329708,XXXXXXXX2239,HARE0526574,State Bank of India,Verified
BNK248900,APP71237676,XXXXXXXX0177,JYAU0302283,kotak bank,verified
BNK715296,APP53066074,XXXXXXXX0630,SWWL0066865,icici bank,Verified
BNK583897,APP18477219,XXXXXXXX4508,GBIZ0707156,Icici Bank Ltd,Verified
BNK623769,APP75095563,XXXXXXXX4724,DQIR0503049,kotak bank,verified
BNK338864,APP89760416,XXXXXXXX3029,WRWZ0918473,kotak bank,Verified
BNK396372,APP87654859,XXXXXXXX8909,ELUD0712249,Kotak Mahindra,verified
BNK461297,APP12059539,XXXXXXXX2175,RSHQ0004193,HDFC BANK,Verified
BNK560935,APP22009298,XXXXXXXX3324,DDNF0325622,Kotak Mahindra,Verified
BNK829319,APP32320066,XXXXXXXX1451,xtyt0156876,Kotak Mahindra Bank,verified
BNK625398,APP41319576,XXXXXXXX3128,WIKF0453685,ICICI BANK,verified
BNK145490,APP72308190,XXXXXXXX0692,BWKY0908730,Icici Bank Ltd,verified
BNK641337,APP51830586,XXXXXXXX8338,QKCY0543837,axis bank,verified
BNK105253,APP89841693,XXXXXXXX3006,DTVC0547302,Kotak Mahindra Bank,Verified
BNK887624,APP31892358,XXXXXXXX0682,SNTV0659609,kotak bank,verified
BNK137746,APP67823964,XXXXXXXX5485,QNXC0640498,Hdfc bank Ltd,verified
BNK226114,APP93707431,XXXXXXXX7964,VXDC0283993,AXIS BANK,verified
BNK144449,APP56310047,XXXXXXXX2650,YBWK0806781,SBI,Verified
BNK995236,APP50286669,XXXXXXXX1375,BSTH0004924,PNB,Verified
BNK363202,APP01463109,XXXXXXXX7847,YWFM0812469,State Bank of India,Verified
BNK173637,APP46392950,XXXXXXXX9958,JIYU0365389,Kotak Mahindra,Verified
BNK223038,APP78397306,XXXXXXXX7313,RCIU0286917,HDFC BANK,Verified
BNK048531,APP27620105,XXXXXXXX9481,GPLC0966129,icici bank,Verified
BNK351944,APP14198622,XXXXXXXX8998,XAHV0205807,S.B.I.,Verified
BNK959370,APP89253911,XXXXXXXX0707,UISE0229187,HDFC Bank,Verified
BNK643012,APP08593217,XXXXXXXX8771,OGNA0846498,Kotak Mahindra,verified
BNK882098,APP19244287,XXXXXXXX3103,BPPZ0872924,punjab national bank,verified
BNK727686,APP36205783,XXXXXXXX7909,EKSC0932033,State Bank of India,Verified
BNK057267,APP73285016,XXXXXXXX0937,WRAE0273405,kotak bank,verified
BNK526270,APP01657456,XXXXXXXX6464,czdl0234753,state bank of india,verified
BNK057694,APP72147917,XXXXXXXX7628,CKYZ0306354,axis bank,Verified
BNK921606,APP88603710,XXXXXXXX9960,PXIQ0550242,punjab national bank,Verified
BNK635441,APP75283331,XXXXXXXX3902,JBTV0731962,AXIS BANK,Verified
BNK662525,APP74002943,XXXXXXXX1181,DADV0975432,kotak bank,verified
BNK475470,APP13454701,XXXXXXXX1852,FVYZ0474782,state bank of india,Verified
BNK374481,APP27668876,XXXXXXXX1156,VIJF0526604,ICICI BANK,verified
BNK325886,APP13646046,XXXXXXXX4743,VKSS0624263,ICICI Bank,Verified
BNK446148,APP80947337,XXXXXXXX4610,ZTJP0776655,AXIS BANK,verified
BNK594523,APP24763527,XXXXXXXX3402,UKRL0899494,State Bank of India,Verified
BNK884875,APP56212884,XXXXXXXX7981,DXDK0443701,SBI,verified
BNK224607,APP78584719,XXXXXXXX0963,FXJI0549448,HDFC Bank,Verified
BNK721014,APP97125087,XXXXXXXX2647,VAGJ0944627,Punjab National Bank,Verified
